# Auto-generated by tools/gen_minimap_markers.py - DO NOT EDIT
# TYPE  world  x  y  id  icon  "name"   (world = server map = client WorldActive; folder = world+1)
SPOT       4  86 110    -1 Npc_bless    "Cursed Wizard - Lv. 54 (5)"
SPOT       4  86 134    -1 Npc_bless    "Cursed Wizard - Lv. 54 (5)"
SPOT       4  96 170    -1 Npc_bless    "Death Cow - Lv. 57 (5)"
SPOT       4  98  26    -1 Npc_bless    "Devil - Lv. 60 (5)"
SPOT       4  98  42    -1 Npc_bless    "Devil - Lv. 60 (5)"
SPOT       4 100 220    -1 Npc_bless    "Death Cow - Lv. 57 (5)"
SPOT       4 100 186    -1 Npc_bless    "Death Cow - Lv. 57 (5)"
SPOT       4 100   8    -1 Npc_bless    "Devil - Lv. 60 (5)"
SPOT       4 108 134    -1 Npc_bless    "Cursed Wizard - Lv. 54 (5)"
SPOT       4 108  88    -1 Npc_bless    "Cursed Wizard - Lv. 54 (5)"
SPOT       4 112  42    -1 Npc_bless    "Devil - Lv. 60 (5)"
SPOT       4 112   8    -1 Npc_bless    "Devil - Lv. 60 (5)"
SPOT       4 114 184    -1 Npc_bless    "Death Cow - Lv. 57 (5)"
SPOT       4 120 108    -1 Npc_bless    "Cursed Wizard - Lv. 54 (5)"
SPOT       4 126 188    -1 Npc_bless    "Death Cow - Lv. 57 (5)"
SPOT       4 126 244    -1 Npc_bless    "Death Cow - Lv. 57 (5)"
SPOT       4 126 134    -1 Npc_bless    "Cursed Wizard - Lv. 54 (5)"
SPOT       4 126  88    -1 Npc_bless    "Cursed Wizard - Lv. 54 (5)"
SPOT       4 130  26    -1 Npc_bless    "Devil - Lv. 60 (5)"
SPOT       4 130  42    -1 Npc_bless    "Devil - Lv. 60 (5)"
SPOT       4 134 202    -1 Npc_bless    "Death Cow - Lv. 57 (5)"
SPOT       4 180 232    -1 Npc_bless    "Dark Knight - Lv. 48 (5)"
SPOT       4 186 207    -1 Npc_bless    "Dark Knight - Lv. 48 (5)"
SPOT       4 192  36    -1 Npc_bless    "Shadow - Lv. 47 (5)"
SPOT       4 194 176    -1 Npc_bless    "Dark Knight - Lv. 48 (5)"
SPOT       4 196 104    -1 Npc_bless    "Poison Shadow - Lv. 50 (5)"
SPOT       4 196 130    -1 Npc_bless    "Poison Shadow - Lv. 50 (5)"
SPOT       4 210  58    -1 Npc_bless    "Shadow - Lv. 47 (5)"
SPOT       4 210  38    -1 Npc_bless    "Shadow - Lv. 47 (5)"
SPOT       4 212 110    -1 Npc_bless    "Poison Shadow - Lv. 50 (5)"
SPOT       4 212 214    -1 Npc_bless    "Dark Knight - Lv. 48 (5)"
SPOT       4 212 188    -1 Npc_bless    "Dark Knight - Lv. 48 (5)"
SPOT       4 220  44    -1 Npc_bless    "Shadow - Lv. 47 (5)"
SPOT       4 226 220    -1 Npc_bless    "Dark Knight - Lv. 48 (5)"
SPOT       4 228  24    -1 Npc_bless    "Shadow - Lv. 47 (5)"
SPOT       4 228  66    -1 Npc_bless    "Shadow - Lv. 47 (5)"
SPOT       4 228  92    -1 Npc_bless    "Poison Shadow - Lv. 50 (5)"
SPOT       4 228 136    -1 Npc_bless    "Poison Shadow - Lv. 50 (5)"
SPOT       4 230 184    -1 Npc_bless    "Dark Knight - Lv. 48 (5)"
SPOT       4 236 118    -1 Npc_bless    "Poison Shadow - Lv. 50 (5)"
SPOT       4 238 210    -1 Npc_bless    "Dark Knight - Lv. 48 (5)"
STORAGE    4 201  76   240 Npc_storage  "Safety Guardian"
SPOT       6   9   8    -1 Hotspot      "Shadow Master - Lv. 137 (7)"
SPOT       6  11  92    -1 Hotspot      "Kentauros Warrior - Lv. 126 (7)"
SPOT       6  11  75    -1 Hotspot      "Kentauros Warrior - Lv. 126 (7)"
SPOT       6  11  57    -1 Hotspot      "Gigantis Warrior - Lv. 128 (7)"
SPOT       6  11  39    -1 Hotspot      "Gigantis Warrior - Lv. 128 (7)"
SPOT       6  11  26    -1 Hotspot      "Genocider Warrior - Lv. 129 (7)"
SPOT       6  21 113    -1 Hotspot      "Bloody Witch Queen - Lv. 120 (7)"
SPOT       6  29  39    -1 Hotspot      "Bloody Witch Queen - Lv. 120 (7)"
SPOT       6  29  57    -1 Hotspot      "Bloody Witch Queen - Lv. 120 (7)"
SPOT       6  29  75    -1 Hotspot      "Berserker Warrior - Lv. 123 (7)"
SPOT       6  29  93    -1 Hotspot      "Berserker Warrior - Lv. 123 (7)"
SPOT       6  29  26    -1 Hotspot      "Genocider Warrior - Lv. 129 (7)"
SPOT       6  31   8    -1 Hotspot      "Shadow Master - Lv. 137 (7)"
SPOT       6  42 114    -1 Hotspot      "Bloody Witch Queen - Lv. 120 (7)"
SPOT       6  46  71    -1 Hotspot      "Bloody Orc - Lv. 114 (7)"
SPOT       6  47  82    -1 Hotspot      "Bloody Orc - Lv. 114 (7)"
SPOT       6  47  95    -1 Hotspot      "Bloody Orc - Lv. 114 (7)"
SPOT       6  47  57    -1 Hotspot      "Bloody Golem - Lv. 117 (7)"
SPOT       6  47  39    -1 Hotspot      "Bloody Golem - Lv. 117 (7)"
SPOT       6  56   6    -1 Hotspot      "Ice Napin - Lv. 135 (7)"
SPOT       6  63  29    -1 Hotspot      "Genocider Warrior - Lv. 129 (7)"
SPOT       6  66  86    -1 Hotspot      "Bloody Death Rider - Lv. 115 (7)"
SPOT       6  66  64    -1 Hotspot      "Bloody Death Rider - Lv. 115 (7)"
SPOT       6  68  74    -1 Hotspot      "Bloody Death Rider - Lv. 115 (7)"
SPOT       6  75   7    -1 Hotspot      "Ice Napin - Lv. 135 (7)"
SPOT       6  95   8    -1 Hotspot      "Sapi Queen - Lv. 131 (7)"
SPOT       6  96  53    -1 Hotspot      "Kentauros Warrior - Lv. 126 (7)"
SPOT       6  96  31    -1 Hotspot      "Sapi Queen - Lv. 131 (7)"
SPOT       6  97  94    -1 Hotspot      "Berserker Warrior - Lv. 123 (7)"
SPOT       6  97 113    -1 Hotspot      "Berserker Warrior - Lv. 123 (7)"
SPOT       6  97  69    -1 Hotspot      "Kentauros Warrior - Lv. 126 (7)"
PORTAL     7  10  10     3 PortalFull   "Noria (240, 242)"
PORTAL     7  14 228     8 PortalFull   "Tarkan (250, 42)"
PORTAL     7  14  20    51 PortalFull   "Elbeland (244, 150)"
SPOT       7  18 118    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7  20  44    -1 Npc_bless    "Bahamut - Lv. 43 (5)"
SPOT       7  22  76    -1 Npc_bless    "Bahamut - Lv. 43 (5)"
SPOT       7  26 166    -1 Npc_bless    "Lizard King - Lv. 70 (5)"
SPOT       7  34  70    -1 Npc_bless    "Bahamut - Lv. 43 (5)"
SPOT       7  36  52    -1 Npc_bless    "Bahamut - Lv. 43 (5)"
SPOT       7  42 105    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7  46  36    -1 Npc_bless    "Bahamut - Lv. 43 (5)"
SPOT       7  48 152    -1 Npc_bless    "Lizard King - Lv. 70 (5)"
SPOT       7  50  10    -1 Npc_bless    "Bahamut - Lv. 43 (5)"
SPOT       7  50 180    -1 Npc_bless    "Lizard King - Lv. 70 (5)"
SPOT       7  64  12    -1 Npc_bless    "Bahamut - Lv. 43 (5)"
SPOT       7  66 168    -1 Npc_bless    "Lizard King - Lv. 70 (5)"
SPOT       7  67  86    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7  68  56    -1 Npc_bless    "Bahamut - Lv. 43 (5)"
SPOT       7  74  42    -1 Npc_bless    "Bahamut - Lv. 43 (5)"
SPOT       7  76 132    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7  78  20    -1 Npc_bless    "Bahamut - Lv. 43 (5)"
SPOT       7  84 176    -1 Npc_bless    "Lizard King - Lv. 70 (5)"
SPOT       7  88  64    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7  90 150    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7 102 106    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7 102 184    -1 Npc_bless    "Lizard King - Lv. 70 (5)"
SPOT       7 103  11    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7 105  39    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7 114  28    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7 116 174    -1 Npc_bless    "Lizard King - Lv. 70 (5)"
SPOT       7 122  90    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7 122 142    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7 126 126    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7 130  68    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7 140 132    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7 141  12    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7 148 166    -1 Npc_bless    "Lizard King - Lv. 70 (5)"
SPOT       7 158  64    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7 164  13    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7 166 112    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7 168 144    -1 Npc_bless    "Lizard King - Lv. 70 (5)"
SPOT       7 176  58    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7 176 178    -1 Npc_bless    "Lizard King - Lv. 70 (5)"
SPOT       7 178  18    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7 194  25    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7 198 102    -1 Npc_bless    "Valkyrie - Lv. 46 (5)"
SPOT       7 198  50    -1 Npc_bless    "Silver Valkyrie - Lv. 68 (5)"
SPOT       7 212 190    -1 Npc_bless    "Great Bahamut - Lv. 66 (5)"
SPOT       7 214  60    -1 Npc_bless    "Valkyrie - Lv. 46 (5)"
SPOT       7 215  13    -1 Npc_bless    "Vepar - Lv. 45 (5)"
SPOT       7 218  90    -1 Npc_bless    "Valkyrie - Lv. 46 (5)"
SPOT       7 220 172    -1 Npc_bless    "Great Bahamut - Lv. 66 (5)"
SPOT       7 224 126    -1 Npc_bless    "Great Bahamut - Lv. 66 (5)"
SPOT       7 224 146    -1 Npc_bless    "Great Bahamut - Lv. 66 (5)"
SPOT       7 224 190    -1 Npc_bless    "Great Bahamut - Lv. 66 (5)"
SPOT       7 226 160    -1 Npc_bless    "Great Bahamut - Lv. 66 (5)"
SPOT       7 230 204    -1 Npc_bless    "Great Bahamut - Lv. 66 (5)"
SPOT       7 232  74    -1 Npc_bless    "Valkyrie - Lv. 46 (5)"
SPOT       7 234 104    -1 Npc_bless    "Valkyrie - Lv. 46 (5)"
SPOT       7 234 176    -1 Npc_bless    "Great Bahamut - Lv. 66 (5)"
SPOT       7 236  16    -1 Npc_bless    "Valkyrie - Lv. 46 (5)"
SPOT       7 240  50    -1 Npc_bless    "Valkyrie - Lv. 46 (5)"
STORAGE    7  16  16   240 Npc_storage  "Safety Guardian"
PORTAL     8   6 200    37 PortalFull   "Kanturu 1 (19, 220)"
PORTAL     8 176  40    85 PortalFull   "Map 85 (237, 174)"
PORTAL     8 246  42     7 PortalFull   "Atlans (16, 228)"
SPOT       8   6 210    -1 Npc_bless    "Death Beam Knight - Lv. 93 (5)"
SPOT       8  10 242    -1 Npc_bless    "Death Beam Knight - Lv. 93 (5)"
SPOT       8  18  92    -1 Npc_bless    "Iron Wheel - Lv. 80 (5)"
SPOT       8  22 132    -1 Npc_bless    "Tantalos - Lv. 83 (5)"
SPOT       8  22 204    -1 Npc_bless    "Death Beam Knight - Lv. 93 (5)"
SPOT       8  28 232    -1 Npc_bless    "Death Beam Knight - Lv. 93 (5)"
SPOT       8  34 172    -1 Npc_bless    "Tantalos - Lv. 83 (5)"
SPOT       8  36  62    -1 Npc_bless    "Iron Wheel - Lv. 80 (5)"
SPOT       8  36  84    -1 Npc_bless    "Iron Wheel - Lv. 80 (5)"
SPOT       8  38 142    -1 Npc_bless    "Tantalos - Lv. 83 (5)"
SPOT       8  40 122    -1 Npc_bless    "Tantalos - Lv. 83 (5)"
SPOT       8  40 210    -1 Npc_bless    "Death Beam Knight - Lv. 93 (5)"
SPOT       8  44 244    -1 Npc_bless    "Death Beam Knight - Lv. 93 (5)"
SPOT       8  48 224    -1 Npc_bless    "Death Beam Knight - Lv. 93 (5)"
SPOT       8  50 100    -1 Npc_bless    "Iron Wheel - Lv. 80 (5)"
SPOT       8  58 122    -1 Npc_bless    "Tantalos - Lv. 83 (5)"
SPOT       8  60  88    -1 Npc_bless    "Iron Wheel - Lv. 80 (5)"
SPOT       8  62 144    -1 Npc_bless    "Tantalos - Lv. 83 (5)"
SPOT       8  68  60    -1 Npc_bless    "Iron Wheel - Lv. 80 (5)"
SPOT       8  74  78    -1 Npc_bless    "Iron Wheel - Lv. 80 (5)"
SPOT       8  80 202    -1 Npc_bless    "Beam Knight - Lv. 84 (5)"
SPOT       8  84  88    -1 Npc_bless    "Iron Wheel - Lv. 80 (5)"
SPOT       8  86 136    -1 Npc_bless    "Tantalos - Lv. 83 (5)"
SPOT       8  86 120    -1 Npc_bless    "Tantalos - Lv. 83 (5)"
SPOT       8  86 216    -1 Npc_bless    "Beam Knight - Lv. 84 (5)"
SPOT       8  92  30    -1 Npc_bless    "Bloody wolf - Lv. 76 (5)"
SPOT       8  96 150    -1 Npc_bless    "Beam Knight - Lv. 84 (5)"
SPOT       8 102 126    -1 Npc_bless    "Beam Knight - Lv. 84 (5)"
SPOT       8 106  90    -1 Npc_bless    "Bloody wolf - Lv. 76 (5)"
SPOT       8 108  60    -1 Npc_bless    "Bloody wolf - Lv. 76 (5)"
SPOT       8 114  34    -1 Npc_bless    "Bloody wolf - Lv. 76 (5)"
SPOT       8 114 210    -1 Npc_bless    "Beam Knight - Lv. 84 (5)"
SPOT       8 114 160    -1 Npc_bless    "Beam Knight - Lv. 84 (5)"
SPOT       8 120 188    -1 Npc_bless    "Beam Knight - Lv. 84 (5)"
SPOT       8 126 136    -1 Npc_bless    "Beam Knight - Lv. 84 (5)"
SPOT       8 130  96    -1 Npc_bless    "Mutant - Lv. 72 (5)"
SPOT       8 130  44    -1 Npc_bless    "Bloody wolf - Lv. 76 (5)"
SPOT       8 140  72    -1 Npc_bless    "Mutant - Lv. 72 (5)"
SPOT       8 140  22    -1 Npc_bless    "Bloody wolf - Lv. 76 (5)"
SPOT       8 148  38    -1 Npc_bless    "Bloody wolf - Lv. 76 (5)"
SPOT       8 152 120    -1 Npc_bless    "Mutant - Lv. 72 (5)"
SPOT       8 162 156    -1 Npc_bless    "Mutant - Lv. 72 (5)"
SPOT       8 162 100    -1 Npc_bless    "Mutant - Lv. 72 (5)"
SPOT       8 166 128    -1 Npc_bless    "Mutant - Lv. 72 (5)"
SPOT       8 188 112    -1 Npc_bless    "Mutant - Lv. 72 (5)"
STORAGE    8 198  74   240 Npc_storage  "Safety Guardian"
SPOT       9  52 142    -1 Hotspot      "Bahamut, Vepar, ... - Lv. 43~74 (7)"
SPOT       9  52 160    -1 Npc_bless    "Bahamut, Great Bahamut, ... - Lv. 43~68 (3)"
SPOT       9  56  78    -1 Hotspot      "Ogre archer, Elite Ogre, ... - Lv. 70~93 (7)"
SPOT       9  56  96    -1 Npc_bless    "Ogre archer, Ax Warrior, ... - Lv. 70~82 (3)"
SPOT       9  65 151    -1 Hotspot      "Vepar, Bahamut, ... - Lv. 43~74 (55)"
SPOT       9  66 164    -1 Hotspot      "Devil, Vepar, ... - Lv. 43~74 (22)"
SPOT       9  69  87    -1 Hotspot      "Elite Ogre, Ogre archer, ... - Lv. 70~93 (55)"
SPOT       9  70 100    -1 Hotspot      "Lizard Warrior, Elite Ogre, ... - Lv. 70~93 (22)"
SPOT       9  77 154    -1 Hotspot      "Bahamut, Vepar, ... - Lv. 43~74 (12)"
SPOT       9  81  90    -1 Hotspot      "Ogre archer, Elite Ogre, ... - Lv. 70~93 (12)"
SPOT       9 123 105    -1 Npc_bless    "Skeleton Archer, Hell Hound, ... - Lv. 34~55 (5)"
SPOT       9 124 156    -1 Hotspot      "Shadow, Poison Shadow, ... - Lv. 47~66 (7)"
SPOT       9 124 174    -1 Npc_bless    "Shadow, Death Cow, ... - Lv. 47~62 (3)"
SPOT       9 129  89    -1 Hotspot      "Skeleton Archer, Cyclops, ... - Lv. 28~55 (34)"
SPOT       9 137 165    -1 Hotspot      "Poison Shadow, Shadow, ... - Lv. 47~66 (55)"
SPOT       9 138 178    -1 Hotspot      "Cursed Wizard, Poison Shadow, ... - Lv. 47~66 (22)"
SPOT       9 139 102    -1 Hotspot      "Cyclops, Skeleton Archer, ... - Lv. 28~55 (46)"
SPOT       9 144  88    -1 Hotspot      "Thunder Lich, Cyclops, ... - Lv. 28~55 (14)"
SPOT       9 149 168    -1 Hotspot      "Shadow, Poison Shadow, ... - Lv. 47~66 (12)"
PORTAL    10  15  12     4 PortalFull   "Lost Tower (18, 249)"
SPOT      10  14  36    -1 Hotspot      "Alquamos - Lv. 75 (7)"
SPOT      10  26  66    -1 Hotspot      "Mega Crust - Lv. 78 (7)"
SPOT      10  30  36    -1 Hotspot      "Alquamos - Lv. 75 (7)"
SPOT      10  32  94    -1 Hotspot      "Drakan - Lv. 86 (7)"
SPOT      10  32 112    -1 Hotspot      "Great Drakan - Lv. 100 (7)"
SPOT      10  42  84    -1 Hotspot      "Phantom Knight - Lv. 96 (7)"
SPOT      10  44 106    -1 Hotspot      "Alpha Crust - Lv. 92 (7)"
SPOT      10  44 128    -1 Hotspot      "Great Drakan - Lv. 100 (7)"
SPOT      10  46  70    -1 Hotspot      "Queen Rainier - Lv. 82 (7)"
SPOT      10  48  26    -1 Hotspot      "Alquamos - Lv. 75 (7)"
SPOT      10  48 172    -1 Hotspot      "Phantom Knight - Lv. 96 (7)"
SPOT      10  48 152    -1 Hotspot      "Drakan - Lv. 86 (7)"
SPOT      10  60  40    -1 Hotspot      "Mega Crust - Lv. 78 (7)"
SPOT      10  64  82    -1 Hotspot      "Queen Rainier - Lv. 82 (7)"
SPOT      10  78  35    -1 Hotspot      "Mega Crust - Lv. 78 (7)"
SPOT      10  84  82    -1 Hotspot      "Queen Rainier - Lv. 82 (7)"
SPOT      10  92  50    -1 Hotspot      "Alpha Crust - Lv. 92 (7)"
SPOT      10  94  70    -1 Hotspot      "Alpha Crust - Lv. 92 (7)"
NPC       11  10   9   232 Npc_shop     "Archangel"
SPOT      11  14  46    -1 Hotspot      "Dark Skull Soldier, Chief Skeleton Warrior, ... - Lv. 64~82 (36)"
SPOT      11  14  62    -1 Hotspot      "Dark Skull Soldier, Giant Ogre, ... - Lv. 75~82 (13)"
SPOT      11  14  27    -1 Hotspot      "Chief Skeleton Archer, Chief Skeleton Warrior - Lv. 64~69 (21)"
SPOT      11  15  79    -1 Hotspot      "Red Skeleton Knight, Magic Skeleton, ... - Lv. 75~84 (23)"
NPC       12  10   9   232 Npc_shop     "Archangel"
SPOT      12  14  46    -1 Hotspot      "Dark Skull Soldier, Chief Skeleton Warrior, ... - Lv. 70~87 (36)"
SPOT      12  14  62    -1 Hotspot      "Dark Skull Soldier, Giant Ogre, ... - Lv. 80~87 (13)"
SPOT      12  14  27    -1 Hotspot      "Chief Skeleton Archer, Chief Skeleton Warrior - Lv. 70~75 (21)"
SPOT      12  15  79    -1 Hotspot      "Red Skeleton Knight, Magic Skeleton, ... - Lv. 80~90 (23)"
NPC       13  10   9   232 Npc_shop     "Archangel"
SPOT      13  14  46    -1 Hotspot      "Dark Skull Soldier, Chief Skeleton Warrior, ... - Lv. 76~94 (36)"
SPOT      13  14  62    -1 Hotspot      "Dark Skull Soldier, Giant Ogre, ... - Lv. 86~94 (13)"
SPOT      13  14  27    -1 Hotspot      "Chief Skeleton Archer, Chief Skeleton Warrior - Lv. 76~81 (21)"
SPOT      13  15  79    -1 Hotspot      "Red Skeleton Knight, Magic Skeleton, ... - Lv. 86~99 (23)"
NPC       14  10   9   232 Npc_shop     "Archangel"
SPOT      14  14  46    -1 Hotspot      "Dark Skull Soldier, Chief Skeleton Warrior, ... - Lv. 85~98 (36)"
SPOT      14  14  62    -1 Hotspot      "Dark Skull Soldier, Giant Ogre, ... - Lv. 90~98 (13)"
SPOT      14  14  27    -1 Hotspot      "Chief Skeleton Archer, Chief Skeleton Warrior - Lv. 85~87 (21)"
SPOT      14  15  79    -1 Hotspot      "Red Skeleton Knight, Magic Skeleton, ... - Lv. 90~102 (23)"
NPC       15  10   9   232 Npc_shop     "Archangel"
SPOT      15  14  46    -1 Hotspot      "Dark Skull Soldier, Chief Skeleton Warrior, ... - Lv. 105~119 (36)"
SPOT      15  14  62    -1 Hotspot      "Dark Skull Soldier, Giant Ogre, ... - Lv. 110~119 (13)"
SPOT      15  14  27    -1 Hotspot      "Chief Skeleton Archer, Chief Skeleton Warrior - Lv. 105~106 (21)"
SPOT      15  15  79    -1 Hotspot      "Red Skeleton Knight, Magic Skeleton, ... - Lv. 110~125 (23)"
NPC       16  10   9   232 Npc_shop     "Archangel"
SPOT      16  14  46    -1 Hotspot      "Dark Skull Soldier, Chief Skeleton Warrior, ... - Lv. 105~119 (36)"
SPOT      16  14  62    -1 Hotspot      "Dark Skull Soldier, Giant Ogre, ... - Lv. 110~119 (13)"
SPOT      16  14  27    -1 Hotspot      "Chief Skeleton Archer, Chief Skeleton Warrior - Lv. 105~106 (21)"
SPOT      16  15  79    -1 Hotspot      "Red Skeleton Knight, Magic Skeleton, ... - Lv. 110~125 (23)"
NPC       17  10   9   232 Npc_shop     "Archangel"
SPOT      17  14  46    -1 Hotspot      "Dark Skull Soldier, Chief Skeleton Warrior, ... - Lv. 105~119 (36)"
SPOT      17  14  62    -1 Hotspot      "Dark Skull Soldier, Giant Ogre, ... - Lv. 110~119 (13)"
SPOT      17  14  27    -1 Hotspot      "Chief Skeleton Archer, Chief Skeleton Warrior - Lv. 105~106 (21)"
SPOT      17  15  79    -1 Hotspot      "Red Skeleton Knight, Magic Skeleton, ... - Lv. 110~125 (23)"
SPOT      18  32  98    -1 Hotspot      "Chaos Castle 1, Chaos Castle 2 - Lv. 54~60 (39)"
SPOT      18  32  82    -1 Hotspot      "Chaos Castle 2, Chaos Castle 1 - Lv. 54~60 (39)"
SPOT      18  42  84    -1 Hotspot      "Chaos Castle 2, Chaos Castle 1 - Lv. 54~60 (10)"
SPOT      18  42  97    -1 Hotspot      "Chaos Castle 1, Chaos Castle 2 - Lv. 54~60 (11)"
SPOT      19  32  98    -1 Hotspot      "Chaos Castle 3, Chaos Castle 4 - Lv. 65~68 (39)"
SPOT      19  32  82    -1 Hotspot      "Chaos Castle 4, Chaos Castle 3 - Lv. 65~68 (39)"
SPOT      19  42  84    -1 Hotspot      "Chaos Castle 4, Chaos Castle 3 - Lv. 65~68 (10)"
SPOT      19  42  97    -1 Hotspot      "Chaos Castle 3, Chaos Castle 4 - Lv. 65~68 (11)"
SPOT      20  32  98    -1 Hotspot      "Chaos Castle 5, Chaos Castle 6 - Lv. 70~75 (39)"
SPOT      20  32  82    -1 Hotspot      "Chaos Castle 6, Chaos Castle 5 - Lv. 70~75 (39)"
SPOT      20  42  84    -1 Hotspot      "Chaos Castle 6, Chaos Castle 5 - Lv. 70~75 (10)"
SPOT      20  42  97    -1 Hotspot      "Chaos Castle 5, Chaos Castle 6 - Lv. 70~75 (11)"
SPOT      21  32  98    -1 Hotspot      "Chaos Castle 7, Chaos Castle 8 - Lv. 76~80 (39)"
SPOT      21  32  82    -1 Hotspot      "Chaos Castle 8, Chaos Castle 7 - Lv. 76~80 (39)"
SPOT      21  42  84    -1 Hotspot      "Chaos Castle 8, Chaos Castle 7 - Lv. 76~80 (10)"
SPOT      21  42  97    -1 Hotspot      "Chaos Castle 7, Chaos Castle 8 - Lv. 76~80 (11)"
SPOT      22  32  98    -1 Hotspot      "Chaos Castle 9, Chaos Castle 10 - Lv. 111~114 (39)"
SPOT      22  32  82    -1 Hotspot      "Chaos Castle 10, Chaos Castle 9 - Lv. 111~114 (39)"
SPOT      22  42  84    -1 Hotspot      "Chaos Castle 10, Chaos Castle 9 - Lv. 111~114 (10)"
SPOT      22  42  97    -1 Hotspot      "Chaos Castle 9, Chaos Castle 10 - Lv. 111~114 (11)"
SPOT      23  32  98    -1 Hotspot      "Chaos Castle 11, Chaos Castle 12 - Lv. 111~114 (39)"
SPOT      23  32  82    -1 Hotspot      "Chaos Castle 12, Chaos Castle 11 - Lv. 111~114 (39)"
SPOT      23  42  84    -1 Hotspot      "Chaos Castle 12, Chaos Castle 11 - Lv. 111~114 (10)"
SPOT      23  42  97    -1 Hotspot      "Chaos Castle 11, Chaos Castle 12 - Lv. 111~114 (11)"
SPOT      24  28  72    -1 Npc_bless    "Aegis, Schriker, ... - Lv. 17~52 (3)"
SPOT      24  37  17    -1 Npc_bless    "Aegis - Lv. 17 (5)"
SPOT      24  37  53    -1 Npc_bless    "Schriker - Lv. 40 (3)"
SPOT      24  47  99    -1 Npc_bless    "Schriker - Lv. 40 (3)"
SPOT      24  55  17    -1 Npc_bless    "Aegis - Lv. 17 (5)"
SPOT      24  59  74    -1 Npc_bless    "Death Centurion - Lv. 33 (3)"
SPOT      24  73  16    -1 Npc_bless    "Rogue Centurion - Lv. 19 (4)"
SPOT      24  75  77    -1 Npc_bless    "Necron, Death Centurion - Lv. 28~33 (3)"
SPOT      24  89  11    -1 Npc_bless    "Rogue Centurion - Lv. 19 (4)"
SPOT      24  89  89    -1 Npc_bless    "Necron, Death Centurion - Lv. 28~33 (4)"
SPOT      24 106  12    -1 Npc_bless    "Rogue Centurion, Blood Soldier - Lv. 19~21 (3)"
SPOT      24 113  36    -1 Npc_bless    "Blood Soldier - Lv. 21 (4)"
SPOT      24 116  70    -1 Npc_bless    "Death Angel - Lv. 24 (4)"
SPOT      25  28  72    -1 Npc_bless    "Aegis, Schriker, ... - Lv. 32~65 (3)"
SPOT      25  37  17    -1 Npc_bless    "Aegis - Lv. 32 (5)"
SPOT      25  37  53    -1 Npc_bless    "Schriker - Lv. 53 (3)"
SPOT      25  47  99    -1 Npc_bless    "Schriker - Lv. 53 (3)"
SPOT      25  55  17    -1 Npc_bless    "Aegis - Lv. 32 (5)"
SPOT      25  59  74    -1 Npc_bless    "Death Centurion - Lv. 48 (3)"
SPOT      25  73  16    -1 Npc_bless    "Rogue Centurion - Lv. 34 (4)"
SPOT      25  75  77    -1 Npc_bless    "Necron, Death Centurion - Lv. 44~48 (3)"
SPOT      25  89  11    -1 Npc_bless    "Rogue Centurion - Lv. 34 (4)"
SPOT      25  89  89    -1 Npc_bless    "Necron, Death Centurion - Lv. 44~48 (4)"
SPOT      25 106  12    -1 Npc_bless    "Rogue Centurion, Blood Soldier - Lv. 34~37 (3)"
SPOT      25 113  36    -1 Npc_bless    "Blood Soldier - Lv. 37 (4)"
SPOT      25 116  70    -1 Npc_bless    "Death Angel - Lv. 40 (4)"
SPOT      26  28  72    -1 Npc_bless    "Aegis, Schriker, ... - Lv. 46~81 (3)"
SPOT      26  37  17    -1 Npc_bless    "Aegis - Lv. 46 (5)"
SPOT      26  37  53    -1 Npc_bless    "Schriker - Lv. 69 (3)"
SPOT      26  47  99    -1 Npc_bless    "Schriker - Lv. 69 (3)"
SPOT      26  55  17    -1 Npc_bless    "Aegis - Lv. 46 (5)"
SPOT      26  59  74    -1 Npc_bless    "Death Centurion - Lv. 63 (3)"
SPOT      26  73  16    -1 Npc_bless    "Rogue Centurion - Lv. 48 (4)"
SPOT      26  75  77    -1 Npc_bless    "Necron, Death Centurion - Lv. 58~63 (3)"
